timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1730325152646,207,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-78,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,207,0,14
1730325152671,220,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-79,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,220,0,18
1730325152695,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-80,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,20
1730325152721,206,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-81,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,206,0,14
1730325152743,205,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-82,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,205,0,15
1730325152770,212,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-83,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,212,0,17
1730325152796,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-84,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,20
1730325152820,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-85,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,17
1730325152846,211,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-86,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,211,0,21
1730325152871,215,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-87,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,215,0,19
1730325152892,218,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-88,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,218,0,19
1730325152917,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-89,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,19
1730325152946,211,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-90,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,211,0,21
1730325152972,209,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-91,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,209,0,18
1730325152992,209,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-92,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,209,0,16
1730325153017,213,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-93,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,213,0,22
1730325153046,205,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-94,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,205,0,14
1730325153071,212,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-95,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,212,0,21
1730325153117,240,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-97,text,true,,278,905,11,11,http://10.64.13.61/perfmonitor/v1/applications,240,0,22
1730325153096,261,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-96,text,true,,278,905,11,11,http://10.64.13.61/perfmonitor/v1/applications,261,0,19
1730325153146,213,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-98,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,213,0,14
1730325153171,216,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-99,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,216,0,16
1730325153192,216,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-100,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,216,0,24
1730325153221,206,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-101,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,206,0,14
1730325153246,212,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-102,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,212,0,21
1730325153271,208,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-103,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,208,0,16
1730325153296,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-104,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,17
1730325153321,204,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-105,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,204,0,14
1730325153346,215,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-106,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,215,0,21
1730325153371,211,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-107,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,211,0,21
1730325153397,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-108,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,19
1730325153422,213,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-109,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,213,0,21
1730325153447,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-110,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,16
1730325153472,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-111,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,18
1730325153497,213,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-112,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,213,0,18
1730325153522,206,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-113,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,206,0,13
1730325153546,208,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-114,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,208,0,16
1730325153571,216,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-115,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,216,0,20
1730325153596,214,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-116,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,214,0,19
1730325153624,206,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-117,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,206,0,15
1730325153642,215,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-118,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,215,0,21
1730325153667,257,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-119,text,true,,278,905,11,11,http://10.64.13.61/perfmonitor/v1/applications,257,0,16
1730325153697,227,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-120,text,true,,278,905,11,11,http://10.64.13.61/perfmonitor/v1/applications,227,0,14
1730325153722,208,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-121,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,208,0,16
1730325153741,214,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-122,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,214,0,24
1730325153772,210,HTTP Request (perfmonitor/v1/applications),200,OK,Thread Group 1-123,text,true,,278,905,9,9,http://10.64.13.61/perfmonitor/v1/applications,210,0,15
